"oris_code","unit_id","facility_name","state","fips_code","ertac_region","fuel_type","gen_capacity_mw","annual_so2_2022_tons","avg_annual_so2_rate_2022","annual_nox_2022_tons","avg_annual_nox_rate_2022","annual_so2_2038_tons","avg_annual_so2_rate_2038","annual_nox_2038_tons","avg_annual_nox_rate_2038","longitude","latitude"
2167,"2","New Madrid Power Plant","MO","29143","MISC","Coal",803.888819129571,6716.68480350002,0.392367170176908,8450.98038750001,0.493679152271078,4744.91339589941,0.392367170176907,1451.16526250452,0.12,-89.5617,36.5147
2167,"1","New Madrid Power Plant","MO","29143","MISC","Coal",751.428275178104,7044.82860549999,0.381928337494996,6974.55992400001,0.378118791201378,4972.88646602396,0.381928337494995,1562.45640173451,0.12,-89.5617,36.5147
8222,"B1","Coyote","ND","38057","MISW","Coal",546.115344038013,11606.2865639999,0.906448419415843,5422.33245900001,0.423482968467552,6314.15797145448,0.906448419415846,2949.97333192306,0.423492518896324,-101.8139,47.2217
7790,"1-1","Bonanza","UT","49047","BASN","Coal",530.593492400041,959.420584999995,0.0504361587801205,4699.2268315,0.247035506974595,0,NA,0,NA,-109.2844,40.0864
6076,"4","Colstrip","MT","30087","NWPP","Coal",940.685850342579,2504.80307849999,0.0865713117738003,4635.42972450001,0.160210291711054,0,NA,0,NA,-106.614,45.8831
1082,"3","Walter Scott Jr. Energy Center","IA","19155","MISW","Coal",782.862292680308,7753.01906,0.3935567465724,4599.10699099999,0.233458678549454,1040.82267282977,0.1,2429.52361843541,0.233423394960264,-95.8408,41.18
6481,"2SGA","Intermountain","UT","49027","CASO","Coal",1112.74512102529,896.685137499999,0.0608362893252669,4542.831215,0.308211860098544,0,NA,0,NA,-112.5792,39.5108
2817,"2","Leland Olds","ND","38057","SPPN","Coal",494.430520286967,1384.01216649999,0.0922287041400278,4495.15085449998,0.299550790274411,417.339071425502,0.0922287041400286,1355.48099120872,0.299550806203244,-101.3194,47.2819
6034,"2","Belle River","MI","26147","MISE","Boiler Gas",830,12375.946112,0.594523342905485,4313.71611949999,0.207224959166856,1.18888809212112,0.000600193946086462,50.7342966287733,0.0256125180303701,-82.4945,42.7748
2823,"B2","Milton R Young","ND","38065","MISW","Coal",630.32745528714,1668.07435249999,0.127528976352228,4211.65948149999,0.321993214280209,892.761755625185,0.127528976352229,2253.61952141595,0.321924397906488,-101.2139,47.0664
6076,"3","Colstrip","MT","30087","NWPP","Coal",845.326379835547,2419.057961,0.0893926478408234,4152.33386150001,0.15344325129157,0,NA,0,NA,-106.614,45.8831
2832,"7","Miami Fort Power Station","OH","39061","PJMW","Coal",565.682258974794,9325.07226349998,0.548159645107305,4110.49412849999,0.241628905280839,0,NA,0,NA,-84.8031,39.1131
2168,"MB2","Thomas Hill Energy Center","MO","29175","MISC","Coal",363.383936540749,3718.28281699999,0.350506580962984,4098.49572599997,0.386347621930141,2652.00357480567,0.350506580962987,850.964174979992,0.112469133272598,-92.6392,39.5531
6165,"3","Hunter","UT","49015","BASN","Coal",556.76659276133,1249.72256849999,0.083943530038594,4073.2420725,0.273598578505123,598.833944845892,0.0839435300385945,1949.3441276363,0.273255764377061,-111.0289,39.1747
3943,"1","Fort Martin Power Station","WV","54061","PJMW","Coal",607.984171014931,1494.40566699999,0.0999097805734303,3938.1247445,0.263286728484945,1122.17265717742,0.0999097805734301,2965.30946801005,0.264008765840351,-79.9275,39.7107
298,"LIM2","Limestone","TX","48293","TRE","Coal",1116.08507107702,3470.50370749999,0.156017757007829,3916.896575,0.176085510798478,1023.50169849257,0.15601775700783,1155.7652609373,0.176179388763677,-96.2525,31.4219
1403,"5","Ninemile Point","LA","22051","MISS","Boiler Gas",743.051404292738,8.10917799999999,0.000600011607169166,3811.51561400001,0.282020398282849,9.94770440585522,0.000600011607169161,4670.2083327915,0.28169104079165,-90.1458,29.9472
8042,"1","Belews Creek","NC","37169","SRCA","Coal",1363.77697746838,1127.659406,0.0433420986920395,3767.1955905,0.144793864359135,966.962784813739,0.04334209869204,3230.26465803285,0.144789904853305,-80.058825,36.282736
6019,"1","W H Zimmer Generating Station","OH","39025","PJMW","Coal",1307.82449626363,6285.65040500001,0.384310613612162,3693.68102150001,0.225835152831771,0,NA,0,NA,-84.2286,38.8689
6077,"1","Gerald Gentleman Station","NE","31111","SPPN","Coal",861.201808602561,10127.1831374999,0.567809490459694,3684.3194125,0.206571906511292,3053.92419244356,0.567809490459691,1111.01812802762,0.206569186860555,-101.1408,41.0808
6481,"1SGA","Intermountain","UT","49027","CASO","Coal",1095.18182992162,770.244662499997,0.0573412793114734,3682.1800165,0.274121877217491,0,NA,0,NA,-112.5792,39.5108
2168,"MB3","Thomas Hill Energy Center","MO","29175","MISC","Coal",825.889779025307,7575.47832649999,0.381623854015316,3663.555327,0.184556016535266,5326.01367939476,0.381623854015316,1573.8249943188,0.112768985592584,-92.6392,39.5531
3845,"BW22","Centralia","WA","53041","NWPP","Coal",901.193691845283,1261.79346249999,0.0612522318394882,3650.313478,0.177200036365908,0,NA,0,NA,-122.8578,46.7559
6204,"3","Laramie River","WY","56031","RMRG","Coal",667.696006007946,3264.50420800001,0.128011274929641,3624.80011199998,0.142139588169347,2089.95341942153,0.128011274929641,2320.53541398481,0.142134601710788,-104.8828,42.1103
6021,"C1","Craig","CO","08081","RMRG","Coal",603.41670969835,742.281286,0.0533728116758107,3492.323653,0.25111118407281,0,NA,0,NA,-107.5912,40.4627
6096,"1","Nebraska City Station","NE","31131","SPPN","Coal",729.193898604381,8378.30739750001,0.488503903078223,3367.77347799998,0.196360721877692,2523.5667311154,0.488503903078224,1014.40324831125,0.196364906853979,-95.7765,40.6215
6004,"1","Pleasants Power Station","WV","54073","PJMW","Coal",801.510150356141,6100.31653649998,0.293579366450434,3327.9971685,0.160160754680713,4582.47338838626,0.293579366450435,2211.25198751974,0.14166540698383,-81.2944,39.3668
8069,"2","Huntington","UT","49015","BASN","Coal",576.627981876979,1257.46346699999,0.0776742690413289,3301.247702,0.203920041342415,0,NA,0,NA,-111.0781,39.3792
2832,"8","Miami Fort Power Station","OH","39061","PJMW","Coal",572.92045293021,7633.60838900001,0.507704051221571,3292.15165849999,0.21895788322922,0,NA,0,NA,-84.8031,39.1131
2823,"B1","Milton R Young","ND","38065","MISW","Coal",326.244996807863,222.293974499999,0.0227138019039786,3246.127528,0.331686442657239,119.330500485406,0.0227138019039788,1743.33320506448,0.331832389132616,-101.2139,47.0664
6004,"2","Pleasants Power Station","WV","54073","PJMW","Coal",772.000776214406,6651.52415950003,0.326325317153259,3217.808623,0.157866436963809,5010.57739585483,0.326325317153256,2913.51744002723,0.18974948943708,-81.2944,39.3668
6030,"1","Coal Creek","ND","38055","MISW","Coal",613.728246587714,3340.16564250002,0.140864754670588,3210.25311549997,0.135385955651866,1797.85552541836,0.140864754670586,1726.67604785261,0.135287732766923,-101.1567,47.3761
298,"LIM1","Limestone","TX","48293","TRE","Coal",1072.02348728985,2866.491504,0.158533251842505,3152.45499649999,0.17434865625274,845.442714171868,0.158533251842508,929.784777047011,0.174348659877338,-96.2525,31.4219
6146,"3","Martin Lake","TX","48401","TRE","Coal",1112.99948573812,7071.11323699997,0.298765501610494,3083.78995899999,0.130294908748049,2087.02093804656,0.298765501610485,910.707482716642,0.130371465342811,-94.5703,32.2597
2727,"4","Marshall","NC","37035","SRCA","Coal",804.209123991569,448.224790000001,0.0335481848931119,3053.57735649999,0.228550450637238,384.272674282447,0.0335481848931143,2618.33757657658,0.22858891357707,-80.96115,35.597972
8102,"1","Gen J M Gavin","OH","39053","PJMW","Coal",1585.0767451314,10328.9885364999,0.324459267465298,3053.17371749999,0.0959077942940608,7631.91095047069,0.3244592674653,2270.09615928965,0.0965097393954112,-82.1158,38.9347
2451,"4","San Juan","NM","35045","SRSG","Coal",699.855854847412,517.870375999999,0.0382633628252937,3048.8526565,0.225267481599527,0,NA,0,NA,-108.4386,36.8006
6146,"1","Martin Lake","TX","48401","TRE","Coal",1077.3075803402,4598.24699699999,0.207785942157146,3046.5366035,0.137667132471893,1356.74304713734,0.207785942157144,898.987723087897,0.137680463094066,-94.5703,32.2597
6641,"1","Independence","AR","05063","MISS","Coal",839.076473217743,7894.97005799998,0.458661875608257,2974.33300149999,0.172795228243983,0,NA,0,NA,-91.4083,35.6733
6021,"C3","Craig","CO","08081","RMRG","Coal",617.250553916036,1714.71354449999,0.126754175395616,2973.325855,0.219792669243123,0,NA,0,NA,-107.5912,40.4627
6190,"2","Brame Energy Center","LA","22079","MISS","Coal",553.616609282369,3679.09511299999,0.262397807396529,2963.1080645,0.211332687881988,0,NA,0,NA,-92.7167,31.395
6077,"2","Gerald Gentleman Station","NE","31111","SPPN","Coal",875.004860398899,11101.1893624999,0.574216022351906,2949.8605375,0.152583397059957,3349.2536968482,0.574216022351907,889.764536641631,0.152546537021349,-101.1408,41.0808
7902,"1","H W Pirkey Power Plant","TX","48203","SPPS","Coal",785.491230309287,1247.038087,0.0741859496440494,2949.84337699999,0.175485363683165,0,NA,0,NA,-94.4852,32.4607
6034,"1","Belle River","MI","26147","MISE","Boiler Gas",810,8212.73782749999,0.572087361583155,2940.67225499999,0.204842948475788,1.1656430022572,0.00060019394608646,49.742341799607,0.0256125180303703,-82.4945,42.7748
6664,"101","Louisa","IA","19115","MISW","Coal",822.985993091987,4892.65640949998,0.295832958969724,2900.10227699999,0.175353788640028,893.310008102142,0.1,1565.0823610641,0.175200361226127,-91.0936,41.3153
6146,"2","Martin Lake","TX","48401","TRE","Coal",1121.6994783506,6020.45794950001,0.253959581851651,2869.3742405,0.121038148327868,1776.81520852568,0.253959581851648,847.104004190456,0.121076281684672,-94.5703,32.2597
6257,"3","Scherer","GA","13207","SRSE","Coal",902.565405851334,361.365332999999,0.0195982685150482,2848.849371,0.154504347354715,0,NA,0,NA,-83.8072,33.0583
2107,"2","Sioux","MO","29183","MISC","Coal",474.514258470898,989.396080999994,0.084826045232766,2844.292318,0.243855897001353,1648.69905396937,0.199999999999999,1483.82914857243,0.179999999999999,-90.2917,38.9158
994,"4","IPL - Petersburg Generating Station","IN","18125","MISC","Boiler Gas",609.6,2291.5356995,0.153890539451754,2823.42162899999,0.189609909931302,0.0894234175066192,0.000582201604166951,15.3595278450961,0.1,-87.2525,38.5267
8066,"BW71","Jim Bridger","WY","56037","BASN","Coal",790.223155245428,2008.723198,0.127950959550606,2801.84065099999,0.178470682351997,0,NA,0,NA,-108.7875,41.7378
6138,"1","Flint Creek Power Plant","AR","05007","SPPS","Coal",619.634069948846,819.058771000001,0.057820507961887,2777.51195749999,0.196075248735557,287.80384110205,0.0578205079618867,976.521294102888,0.196185558345648,-94.5241,36.2561
6264,"1","Mountaineer (1301)","WV","54053","PJMW","Coal",1381.34460278815,2589.11416949999,0.0971236046367711,2769.31591799999,0.103883385098499,1933.70687306885,0.0971236046367713,2067.95410215723,0.103866392275969,-81.9344,38.9794
3943,"2","Fort Martin Power Station","WV","54061","PJMW","Coal",592.395179034691,1390.94178499999,0.128852384073973,2739.98969049999,0.253823853569135,1032.95501931787,0.128852384073971,2041.90296699696,0.254710089427727,-79.9275,39.7107
564,"1","Curtis H. Stanton Energy Center","FL","12095","FRCC","Coal",459.791352114098,820.625267500001,0.0738406837126453,2718.78159350001,0.244638691593048,996.932224472981,0.0738406837126435,3303.85543388395,0.244709658427071,-81.1686,28.4836
6204,"2","Laramie River","WY","56031","RMRG","Coal",656.247934382719,2030.61005599999,0.107189433440318,2716.74308850001,0.143408209566759,1268.21289984758,0.107189433440318,1696.25171680879,0.143367300962443,-104.8828,42.1103
6090,"3","Sherburne County","MN","27141","MISW","Coal",936.098547972334,3085.35218550001,0.157526533109737,2706.23573549999,0.138170266329549,0,NA,0,NA,-93.8958,45.3792
6030,"2","Coal Creek","ND","38055","MISW","Coal",617.555827336967,2924.86968499998,0.143253927435799,2660.88897799999,0.130324711054308,1566.40483392608,0.1432539274358,1424.4324667715,0.130269992030497,-101.1567,47.3761
6165,"2","Hunter","UT","49015","BASN","Coal",625.383110862152,1209.40779799999,0.0797897651414404,2636.25970749999,0.173925241147872,596.896749353744,0.0797897651414407,1298.90851413283,0.173630708150256,-111.0289,39.1747
6101,"BW91","Wyodak","WY","56005","BASN","Coal",477.664525118372,1758.18969799999,0.156705369913867,2628.9302235,0.234313443890578,873.691518024633,0.156705369913868,1307.01874990028,0.234426971604996,-105.3847,44.2886
6073,"2","Daniel Electric Generating Plant","MS","28059","SRSE","Coal",487.62718676791,153.6951085,0.0162471634022836,2562.99157100001,0.270934730838962,0,NA,0,NA,-88.5574,30.5335
2168,"MB1","Thomas Hill Energy Center","MO","29175","MISC","Coal",214.410628444942,2239.89902099999,0.361115569192876,2559.17193950001,0.412588613562765,1600.94618867801,0.361115569192875,497.717846503576,0.112267148458004,-92.6392,39.5531
8069,"1","Huntington","UT","49015","BASN","Coal",538.048160289738,1261.3342655,0.0884461462319963,2526.56445299999,0.177165478800354,0,NA,0,NA,-111.0781,39.3792
6009,"1","White Bluff","AR","05069","MISS","Coal",900.476047851622,7578.78950999999,0.478801025135009,2523.718433,0.15943957425894,0,NA,0,NA,-92.1392,34.4236
6257,"1","Scherer","GA","13207","SRSE","Coal",976.108123949873,319.642139999998,0.0188517083271318,2520.02529499999,0.148624902330883,0,NA,0,NA,-83.8072,33.0583
6090,"1","Sherburne County","MN","27141","MISW","Coal",673.970579456613,416.451764499999,0.0220871812888916,2475.415244,0.131287582188918,0,NA,0,NA,-93.8958,45.3792
6179,"2","Sam Seymour","TX","48149","TRE","Coal",628.975949543395,415.32697,0.0185884188255222,2465.111349,0.110328790366684,122.565161066561,0.0185884188255225,727.298423918386,0.110303185646657,-96.7506,29.9172
7097,"**1","J K Spruce","TX","48029","TRE","Coal",589.17183673046,905.034390499994,0.0519687708643074,2445.9588385,0.140451540577711,266.962989937917,0.0519687708643065,721.541421420643,0.140459997124079,-98.3205,29.3091
6139,"1","Welsh Power Plant","TX","48449","SPPS","Coal",633.405533901231,5771.41658650003,0.436782953240968,2400.91028449999,0.181701783056778,0,NA,0,NA,-94.844,33.0583
8102,"2","Gen J M Gavin","OH","39053","PJMW","Coal",1621.52886405057,10009.6728115,0.353819213877575,2397.545124,0.0847477781726387,7394.19382321129,0.353819213877576,1788.16419959602,0.0855653593227444,-82.1158,38.9347
1356,"3","Ghent","KY","21041","SRCE","Coal",584.465612216561,4461.17797150001,0.303873275373055,2397.43424899999,0.163301307948092,1923.80808347773,0.303873275373054,1038.58332606614,0.164048441084124,-85.035,38.7497
3298,"WIL1","Williams","SC","45015","SRCA","Coal",594.191325039597,709.221002499999,0.0784713618008703,2352.100147,0.260246807379506,607.313143016259,0.0784713618008717,2025.9175370406,0.261770241358975,-79.9285,33.0163
6017,"1","Newton","IL","17079","MISC","Coal",772.68463096615,6815.87878099995,0.37139020335309,2345.63947499999,0.127811475174955,0,NA,0,NA,-88.2778,38.9361
1393,"6","R S Nelson","LA","22019","MISS","Coal",528.4823787035,6208.9499,0.491349909403786,2343.85955699999,0.185483084826814,296.741355175045,0.491349909403785,112.219833561494,0.185815708165186,-93.2917,30.2861
6180,"1","Oak Grove","TX","48395","TRE","Coal",968.062010402671,4300.3923425,0.136298771066436,2297.1827315,0.0728080505874193,1268.68030381365,0.136298771066436,677.902471549163,0.072829438194401,-96.4884,31.1789
6139,"3","Welsh Power Plant","TX","48449","SPPS","Coal",641.685783026324,5144.2693505,0.4527159642502,2295.02995149999,0.201971675020365,0,NA,0,NA,-94.844,33.0583
6180,"2","Oak Grove","TX","48395","TRE","Coal",1054.20990423619,4476.74542799998,0.138993869868599,2294.112239,0.0712275341852493,1321.00968819005,0.138993869868601,676.903062083854,0.0712223210518992,-96.489,31.1797
8042,"2","Belews Creek","NC","37169","SRCA","Coal",1427.60178309532,852.9318855,0.0473518377111546,2280.3749175,0.126598553588776,727.403460585902,0.0473518377111544,1944.64626469705,0.126590783961033,-80.058826,36.282736
6178,"1","Coleto Creek","TX","48175","TRE","Coal",668.076102885292,8205.48785699999,0.556064091171319,2273.809819,0.154090044679065,2422.21898803033,0.556064091171325,670.922470352266,0.154022363612228,-97.2142,28.7128
1001,"2","Cayuga","IN","18165","MISC","Combined Cycle Gas",1240,1119.47333399999,0.0825000066480595,2271.058853,0.167366532797318,6.69003270674655,0.000600011696323636,56.7143760866459,0.00508656541654397,-87.4272,39.9239
2049,"5","Watson Electric Generating Plant","MS","28047","SRSE","Boiler Gas",525.988423137346,5.28803900000004,0.00060003003941774,2257.75795499999,0.256186195815566,6.11483931554047,0.000600030039417704,2609.7638540542,0.256087957084875,-89.0265,30.4408
1356,"2","Ghent","KY","21041","SRCE","Coal",583.600324504994,4157.112201,0.365539389481811,2241.180069,0.197069396862561,1811.57167932893,0.365539389481809,977.609456786918,0.197262282284027,-85.035,38.7497
6009,"2","White Bluff","AR","05069","MISS","Coal",872.826697431699,6379.9081775,0.457643976164615,2237.39289599999,0.160492808466897,0,NA,0,NA,-92.1392,34.4236
8066,"BW72","Jim Bridger","WY","56037","BASN","Coal",765.646555590116,1688.6617295,0.131239545851681,2227.17175,0.173091510216342,0,NA,0,NA,-108.7875,41.7378
6469,"B1","Antelope Valley","ND","38057","SPPN","Coal",621.090754816803,5948.70812299998,0.355688928536277,2224.8146515,0.133027528535854,1793.16353192992,0.35568892853628,670.841812488096,0.133067063462091,-101.8344,47.3714
6177,"U1B","Coronado Generating Station","AZ","04001","SRSG","Coal",443.057763698826,84.9417500000005,0.0108948474226364,2212.0114985,0.283718286629069,9.5162014443443,0.00699999999999999,74.7701542055621,0.0549999999999997,-109.2717,34.5778
6179,"3","Sam Seymour","TX","48149","TRE","Coal",590.386039443895,403.3622405,0.0219175368317576,2181.43440349999,0.118532832487016,119.041409317398,0.021917536831757,644.075658699597,0.118585222175485,-96.7506,29.9172
6018,"2","East Bend","KY","21015","PJMW","Coal",730.002059658023,1823.707053,0.109888878813674,2178.17601249999,0.13124768009134,1379.19482904856,0.109888878813675,1658.15140444612,0.132115053580648,-84.8511,38.9031
6073,"1","Daniel Electric Generating Plant","MS","28059","SRSE","Coal",529.958948662857,132.295881499999,0.0186384798032112,2160.254682,0.304347065106856,0,NA,0,NA,-88.5574,30.5335
1364,"2","Mill Creek","KY","21111","SRCE","Coal",339.430564057974,736.545416499996,0.0899248776455354,2151.337744,0.262656964621031,315.406665669778,0.0899248776455359,920.92906505815,0.26256399280501,-85.91,38.0531
1403,"4","Ninemile Point","LA","22051","MISS","Boiler Gas",719.969387937921,6.20568250000003,0.000600011528217009,2139.48974049999,0.206861776895935,7.78664533033327,0.000600011528217014,2690.06138176885,0.207286677664002,-90.1458,29.9472
6705,"1","Alcoa Allowance Management Inc","IN","18173","CONUS","Industrial",199.163032522258,0,0,2127.40097699999,0.334607191796016,0,0,2128.68638012677,0.334597277218994,-87.3328,37.915
6002,"2","James H Miller Jr","AL","01073","SRSE","Coal",980.441793119791,271.1829375,0.00866473618900962,2118.4601875,0.0676882506725091,269.561349428131,0.00866473618900956,2105.25252296813,0.0676708948128677,-87.0597,33.6319
2107,"1","Sioux","MO","29183","MISC","Coal",508.802234879315,686.9586215,0.081505281999487,2115.29570999999,0.25097257383479,1184.22618080216,0.199999999999999,1065.80356272194,0.179999999999999,-90.2917,38.9158
6469,"B2","Antelope Valley","ND","38057","SPPN","Coal",574.582671246942,5673.44782700002,0.348340347501242,2111.8698945,0.129665331445646,1711.61556906851,0.348340347501242,637.463138406769,0.129733647651201,-101.8344,47.3714
2103,"3","Labadie","MO","29071","MISC","Coal",658.111240970582,12062.1828885,0.542037242761998,2103.90730349999,0.0945430959186679,8518.23895851219,0.542037242761998,1486.43828071239,0.0945858540876105,-90.8361,38.5583
6090,"2","Sherburne County","MN","27141","MISW","Coal",720.851552981143,359.231835499999,0.0220581187312837,2070.787557,0.127153757784285,0,NA,0,NA,-93.8958,45.3792
6068,"2","Jeffrey Energy Center","KS","20149","SPPC","Coal",842.140434141264,191.412633999998,0.0107755636515866,2057.55983549999,0.115830217217419,90.1056581879928,0.0107755636515868,968.965123866228,0.115876689415045,-96.1172,39.2868
6002,"1","James H Miller Jr","AL","01073","SRSE","Coal",1196.0675623722,296.3789625,0.0100188053504578,2046.7032625,0.0691868323722014,297.725492608959,0.0100188053504578,2056.06240399898,0.0691888653321193,-87.0597,33.6319
6183,"SM-1","San Miguel","TX","48013","TRE","Coal",469.133035619654,9487.71701700005,0.758737156480718,2017.501672,0.161340550004345,2799.13857982265,0.758737156480708,595.810675731169,0.161501006475269,-98.4781,28.7044
6823,"W1","D B Wilson","KY","21183","MISC","Coal",557.852724414719,6403.83087050001,0.449469266736644,2006.848232,0.140855781723407,4500.10282713491,0.449469266736643,1420.47114557688,0.14187634121896,-87.0803,37.4497
6705,"4","Alcoa Allowance Management Inc","IN","18173","CONUS","Industrial",442.925632110926,817.418709499998,0.083898835534598,2001.645491,0.205446393502178,825.585846175663,0.0838988355345973,2310.51232771054,0.234802104083069,-87.3328,37.915
1001,"1","Cayuga","IN","18165","MISC","Combined Cycle Gas",1240,546.4406265,0.0599689729006672,2001.12774949999,0.219613202168339,6.69003270674655,0.000600011696323636,56.7143760866459,0.00508656541654397,-87.4272,39.9239
55856,"01","Prairie State Generating Station","IL","17189","MISC","Coal",918.812723926896,5156.74751900001,0.165669035962627,1982.91194849999,0.0637043232573219,3632.53928919762,0.165669035962627,1396.33935528621,0.0636827784780938,-89.667,38.2792
2103,"1","Labadie","MO","29071","MISC","Coal",651.206106252327,11112.670059,0.529001426187207,1961.06885049999,0.0933536416772871,7849.57185721107,0.529001426187204,1384.67462884953,0.0933165358303882,-90.8361,38.5583
2103,"4","Labadie","MO","29071","MISC","Coal",644.138663572218,10991.6474915,0.540443443491925,1936.67352999999,0.095223442371333,7737.65283914868,0.540443443491921,1362.83287727899,0.0951883094798678,-90.8361,38.5583
2727,"3","Marshall","NC","37035","SRCA","Coal",791.970488037888,632.809100000003,0.0400434884673128,1922.7838555,0.121671722392818,542.481433742984,0.0400434884673133,1648.80313717145,0.121707076595502,-80.96115,35.597972
6705,"3","Alcoa Allowance Management Inc","IN","18173","CONUS","Industrial",254.764205736174,0,0,1901.58706499999,0.307776341994539,0,0,1903.67321108909,0.30790498224248,-87.3328,37.915
6055,"2B3","Big Cajun 2","LA","22077","MISS","Coal",696.963632778716,8287.3037945,0.554437206602146,1881.44526399999,0.1258724529007,49.1474511584754,0.0700000000000001,88.3178701418921,0.12578985815557,-91.3669,30.7261
1167,"8","Muscatine","IA","19139","MISW","Coal",71.7939212975464,1338.3384885,0.583799852232484,1879.9783485,0.820069878797756,0,NA,0,NA,-91.0569,41.3917
56456,"1","Plum Point Energy Station","AR","05111","MISS","Coal",749.159193143183,3052.4833855,0.131094319837558,1879.2608905,0.0807081962862402,135.520834376056,0.131094319837557,83.4644785080605,0.0807382797706845,-90.7257,35.6519
3399,"1","Cumberland","TN","47161","SRCE","Coal",1473.26907941752,2446.36655400001,0.121785593188483,1851.9576185,0.0921945882395157,1068.48244926287,0.121785593188482,808.877402125381,0.0921958187544946,-87.6539,36.3903
6193,"063B","Harrington Station","TX","48375","SPPS","Coal",436.991751293741,5889.92122699997,0.611918257997967,1847.68486949999,0.191960480131841,2067.4857628054,0.611918257997972,649.238392950959,0.192156499254861,-101.7475,35.2972
113,"3","Cholla","AZ","04017","SRSG","Coal",532.2411960269,811.579945999998,0.0799483701866738,1815.667087,0.178860536318915,0,NA,0,NA,-110.3033,34.9394
2291,"5","North Omaha Station","NE","31055","SPPN","Boiler Gas",217,3315.15035999999,0.558456995699818,1799.197481,0.303085625325889,0.0334455660909596,0.000592810082665682,3.99045321130265,0.0707292826688103,-95.9458,41.3297
6002,"3","James H Miller Jr","AL","01073","SRSE","Coal",944.08156764347,384.340475,0.0146997459267523,1796.09381249999,0.0686946195410773,377.045128839302,0.0146997459267525,1761.56160651965,0.068677476698545,-87.0597,33.6319
2952,"6","Muskogee","OK","40101","SPPS","Coal",508.759210259241,2724.11302850002,0.458118698072748,1789.488633,0.300941331798316,922.390751218585,0.458118698072742,605.994164894242,0.300975760537781,-95.2847,35.7617
2442,"5","Four Corners Steam Elec Station","NM","35045","SRSG","Coal",845.184431437714,1079.06441,0.0399001856478117,1787.84729099999,0.066108601265829,0,NA,0,NA,-108.4814,36.69
6165,"1","Hunter","UT","49015","BASN","Coal",560.488362187576,815.340571999998,0.0813855865934293,1783.10081349999,0.177985385059335,370.560301275977,0.0813855865934296,810.250603537811,0.177954088523621,-111.0289,39.1747
703,"2BLR","Bowen","GA","13015","SRSE","Coal",815.910564682189,1107.950445,0.0993906050523027,1779.1956135,0.159605810287091,0,NA,0,NA,-84.9192,34.1256
667,"3","Northside","FL","12031","FRCC","Boiler Gas",440.58078747846,281.586552000001,0.0254611041628575,1771.630764,0.160191156502127,328.891135440799,0.0254611041628584,2067.72981052795,0.160073283872305,-81.5525,30.4172
2103,"2","Labadie","MO","29071","MISC","Coal",658.103045541243,10098.9619739999,0.52881956214767,1761.34280199999,0.0922305214876129,7097.27170875762,0.528819562147671,1237.95301905397,0.0922402016380049,-90.8361,38.5583
1893,"4","Boswell Energy Center","MN","27061","MISW","Boiler Gas",510.9,417.014852,0.0265524086596879,1755.36109599999,0.111768357752182,12.3095795321177,0.00499999999999999,369.287385963532,0.15,-93.6531,47.2603
2442,"4","Four Corners Steam Elec Station","NM","35045","SRSG","Coal",926.333859652702,1033.86559349999,0.040958964677016,1735.490685,0.0687554572964959,0,NA,0,NA,-108.4814,36.69
3136,"1","Keystone","PA","42005","PJME","Coal",902.82067383378,4935.294514,0.39346394170067,1723.62389399999,0.13741507207298,3758.2196657418,0.393463941700669,716.371807064008,0.0750000000000003,-79.3411,40.6604
55856,"02","Prairie State Generating Station","IL","17189","MISC","Coal",925.410223003696,4029.7294395,0.148773618833732,1718.72292199999,0.0634535476183613,2825.94358745553,0.148773618833732,1205.30236263336,0.0634539185685836,-89.667,38.2792
3118,"2","Conemaugh","PA","42063","PJME","Coal",993.383198696541,1317.04338399999,0.0887143141143826,1706.07440399999,0.114918933132853,995.412691342242,0.088714314114382,807.870911161368,0.0720000000000002,-79.0611,40.3842
108,"SGU1","Holcomb","KS","20055","SPPC","Coal",396.499848047629,1254.0039585,0.144166316468648,1701.233297,0.195581948701084,587.506013635423,0.144166316468647,797.040706237176,0.19558339834303,-100.9725,37.9308
3944,"3","Harrison Power Station","WV","54033","PJMW","Coal",801.421380328318,6158.51166649999,0.244024546537526,1694.61004449999,0.0671471404229822,4631.62678560069,0.244024546537527,3055.79205549505,0.160999213704661,-80.3326,39.384
2963,"3313","Northeastern","OK","40131","SPPS","Coal",497.779454301568,4732.35157699997,0.34912801446443,1693.307337,0.124923311133116,0,NA,0,NA,-95.7008,36.4317
1364,"1","Mill Creek","KY","21111","SRCE","Coal",341.416255652968,578.103637499997,0.0912842297186958,1693.116294,0.267347940224582,244.997738970683,0.0912842297186959,717.326451152432,0.267270191249115,-85.91,38.0531
6179,"1","Sam Seymour","TX","48149","TRE","Coal",802.621776169266,333.313922999999,0.0234044251873533,1692.4935755,0.118842438117612,98.2625504855925,0.0234044251873532,499.168075329876,0.118893126804053,-96.7506,29.9172
3118,"1","Conemaugh","PA","42063","PJME","Coal",1001.4444552285,809.2557,0.0568053584043527,1660.01210399999,0.116523841010058,609.959914274445,0.056805358404353,773.115689459232,0.0720000000000001,-79.0611,40.3842
4158,"BW42","Dave Johnston","WY","56009","BASN","Coal",156.464647801042,3074.57541999999,0.745762245956098,1650.81299999999,0.400417567422536,0,NA,0,NA,-105.7769,42.8378
1241,"1","La Cygne","KS","20107","SPPC","Coal",830.970608556196,395.084892999998,0.0223759064101704,1625.39606649999,0.0920554313967737,185.741462084869,0.0223759064101705,763.544723780468,0.0919827220455749,-94.6466,38.3472
